ds,y
2017-04-27,0
2017-04-27,1
2017-04-27,5
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-28,0
2017-04-29,1
2017-04-29,0
2017-04-29,0
2017-04-29,0
2017-04-29,0
2017-05-03,1
2017-05-03,1
2017-05-03,1
2017-05-03,1
2017-05-03,0
2017-05-03,1
2017-05-03,0
2017-05-03,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,0
2017-05-04,2
2017-05-04,2
2017-05-07,1
2017-05-04,0
2017-05-04,1
2017-05-04,6
2017-05-04,1
2017-05-04,0
2017-05-04,1
2017-05-04,0
2017-05-04,2
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,0
2017-05-04,1
2017-05-04,1
2017-05-04,2
2017-05-04,1
2017-05-04,0
2017-05-04,0
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-04,1
2017-05-05,1
2017-05-06,1
2017-05-06,1
2017-05-06,1
2017-05-07,1
2017-05-07,1
2017-05-07,0
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,0
2017-05-07,4
2017-05-07,1
2017-05-07,1
2017-05-07,0
2017-05-07,0
2017-05-07,1
2017-05-07,1
2017-05-07,2
2017-05-07,2
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,2
2017-05-07,1
2017-05-07,0
2017-05-09,2
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-07,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,0
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-08,1
2017-05-25,1
2017-05-25,0
2017-05-25,1
2017-05-25,1
2017-05-25,0
2017-05-25,1
2017-05-25,0
2017-05-25,1
2017-05-25,1
2017-05-25,2
2017-05-25,1
2017-05-25,0
2017-05-25,1
2017-05-25,1
2017-05-25,1
2017-05-25,1
2017-05-25,2
2017-05-26,1
2017-05-27,1
2017-05-27,1
2017-05-28,2
2017-05-28,1
2017-05-28,1
2017-05-28,1
2017-05-28,0
2017-05-28,1
2017-05-28,2
2017-05-28,0
2017-05-28,1
2017-05-28,1
2017-05-28,1
2017-05-28,1
2017-05-28,1
2017-05-28,1
2017-05-28,0
2017-05-28,1
2017-05-28,1
2017-05-28,3
2017-05-28,0
2017-05-28,1
2017-05-28,1
2017-05-28,0
2017-05-28,3
2017-05-28,1
2017-05-28,1
2017-05-29,1
2017-05-29,0
2017-05-29,1
2017-05-29,1
2017-05-29,1
2017-05-29,1
2017-05-29,1
2017-05-29,0
2017-05-29,0
2017-05-29,1
2017-05-29,1
2017-05-29,4
2017-05-29,1
2017-05-29,1
2017-05-29,1
2017-05-29,1
2017-05-29,0
2017-05-29,0
2017-05-29,0
2017-05-29,1
2017-05-29,0
2017-05-29,0
2017-05-29,1
2017-05-29,0
2017-05-29,1
2017-05-29,1
2017-05-29,1
2017-05-29,0
2017-05-29,1
2017-05-29,2
2017-05-29,1
2017-05-29,1
2017-05-29,1
2017-05-29,2
2017-05-29,1
2017-05-30,1
2017-05-30,1
2017-05-30,0
2017-05-30,0
2017-05-30,0
2017-05-30,1
2017-05-30,1
2017-05-30,1
2017-05-30,0
2017-05-30,1
2017-05-30,10
2017-05-30,1
2017-05-30,1
2017-05-30,1
2017-05-30,1
2017-05-30,1
2017-05-30,1
2017-05-30,1
2017-05-30,1
2017-05-30,0
2017-05-30,0
2017-05-30,1
2017-04-25,1
2017-04-25,1
2017-04-25,1
2017-04-25,1
2017-04-25,2
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,0
2017-04-26,0
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,0
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,0
2017-04-26,0
2017-04-26,0
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,0
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-30,1
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,2
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,3
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-28,0
2017-04-28,0
2017-04-28,0
2017-04-29,0
2017-04-29,0
2017-04-26,1
2017-04-26,2
2017-04-27,0
2017-04-26,1
2017-04-26,0
2017-04-26,1
2017-04-26,1
2017-04-26,0
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,3
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,0
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,0
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,0
2017-04-26,2
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,1
2017-04-26,2
2017-04-26,1
2017-04-27,1
2017-04-27,1
2017-04-27,2
2017-04-27,0
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,0
2018-06-14,0
2018-06-14,1
2018-06-14,0
2018-06-14,1
2018-06-14,0
2018-06-14,1
2018-06-14,1
2018-06-14,0
2018-06-14,0
2018-06-14,0
2018-06-14,1
2018-06-14,1
2018-06-14,0
2018-06-14,1
2018-06-14,0
2018-06-14,1
2018-06-14,1
2018-06-14,1
2018-06-14,0
2018-06-14,2
2018-06-14,1
2018-06-14,1
2018-06-14,0
2018-06-14,3
2018-06-14,1
2018-06-15,1
2018-06-15,0
2018-06-16,0
2018-06-16,1
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,0
2018-06-17,0
2018-06-17,0
2018-06-17,1
2018-06-17,0
2018-06-17,2
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,0
2018-06-17,1
2018-06-17,0
2018-06-17,2
2018-06-17,3
2018-06-17,1
2018-06-17,1
2018-06-18,1
2018-06-18,0
2018-06-18,0
2018-06-18,1
2018-06-18,3
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,0
2018-06-18,1
2018-06-18,1
2018-06-18,0
2018-06-18,1
2018-06-18,2
2018-06-18,0
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,2
2018-06-18,3
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,2
2018-06-13,4
2018-06-13,1
2018-06-13,1
2018-06-13,2
2018-06-13,1
2018-06-13,1
2018-06-13,1
2018-06-13,1
2018-06-13,0
2018-06-13,1
2018-06-13,3
2018-06-13,2
2018-06-13,1
2018-06-13,2
2018-06-13,1
2018-06-13,2
2018-06-13,1
2018-06-13,1
2018-06-14,0
2018-06-14,0
2018-06-14,1
2018-06-14,0
2018-06-14,2
2018-06-14,1
2018-06-14,0
2018-06-14,0
2018-06-14,1
2018-06-14,0
2018-06-14,1
2018-06-14,0
2018-06-14,2
2018-06-14,1
2018-06-14,0
2018-06-14,1
2018-06-14,2
2018-06-18,1
2018-06-14,1
2018-06-14,1
2018-06-14,2
2018-06-14,1
2018-06-14,1
2018-06-15,0
2018-06-15,0
2018-06-16,1
2018-06-16,0
2018-06-16,1
2018-06-17,2
2018-06-17,0
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,0
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,0
2018-06-17,0
2018-06-17,0
2018-06-17,0
2018-06-17,1
2018-06-17,1
2018-06-17,0
2018-06-17,2
2018-06-17,1
2018-06-17,1
2018-06-17,2
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-17,1
2018-06-18,1
2018-06-18,2
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,0
2018-06-18,1
2018-06-18,1
2018-06-18,0
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,0
2018-06-18,0
2018-06-18,2
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,1
2018-06-18,0
2018-06-18,1
2018-06-18,0
2018-06-18,0
2018-06-18,0
2018-06-18,1
2018-06-18,1
2018-03-07,0
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,0
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,0
2018-03-07,1
2018-03-07,1
2018-03-07,0
2018-03-07,3
2018-03-07,1
2018-03-07,2
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,0
2018-03-07,1
2018-03-07,0
2018-03-07,1
2018-03-07,1
2018-03-07,0
2018-03-07,0
2018-03-07,1
2018-03-07,0
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,2
2018-03-08,1
2018-03-08,6
2018-03-08,1
2018-03-08,1
2018-03-08,0
2018-03-08,1
2018-03-08,0
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,2
2018-03-08,1
2018-03-08,0
2018-03-08,0
2018-03-08,1
2018-03-12,1
2018-03-08,0
2018-03-08,1
2018-03-08,0
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,4
2018-03-08,0
2018-03-08,1
2018-03-08,1
2018-03-08,3
2018-03-09,1
2018-03-09,1
2018-03-09,0
2018-03-10,1
2018-03-10,2
2018-03-10,3
2018-03-10,1
2018-03-10,1
2018-03-11,1
2018-03-11,1
2018-03-11,2
2018-03-11,0
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,0
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,0
2018-03-11,2
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,0
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,2
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,0
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,0
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,0
2018-03-11,0
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,0
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,0
2018-03-12,1
2018-03-12,4
2018-03-12,0
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,0
2018-03-12,1
2018-03-12,0
2018-03-12,2
2018-03-14,1
2018-03-12,1
2018-03-12,0
2018-03-12,1
2018-03-12,1
2018-03-12,0
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-13,0
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,8
2018-03-13,1
2018-03-13,0
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-13,1
2018-03-07,1
2018-03-27,0
2018-03-27,1
2018-03-27,1
2018-03-28,0
2018-03-27,1
2018-03-27,0
2018-03-27,1
2018-03-27,1
2018-03-27,1
2018-03-27,1
2018-03-27,1
2018-03-27,0
2018-03-27,1
2018-03-27,1
2018-03-27,1
2018-03-27,1
2018-03-27,3
2018-03-27,0
2018-03-27,0
2018-03-27,1
2018-03-27,0
2018-03-27,0
2018-03-27,1
2018-03-27,0
2018-03-27,1
2018-03-27,1
2018-03-27,1
2018-03-27,0
2018-03-27,0
2018-03-27,1
2018-03-27,0
2018-03-28,1
2018-03-28,1
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,1
2018-03-28,1
2018-03-28,0
2018-03-28,1
2018-03-28,1
2018-03-28,1
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,1
2018-03-28,1
2018-03-28,0
2018-03-28,1
2018-03-28,0
2018-03-28,0
2018-03-28,1
2018-03-28,1
2018-03-28,1
2018-03-28,1
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-29,0
2018-03-28,1
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,1
2018-03-28,1
2018-03-28,0
2018-03-28,0
2018-03-28,0
2018-03-28,1
2018-03-28,1
2018-03-29,0
2018-03-29,1
2018-03-29,0
2018-03-29,0
2018-03-29,0
2018-03-29,1
2018-03-29,1
2018-03-29,0
2018-03-29,0
2018-03-29,0
2018-03-29,0
2018-03-29,0
2018-03-29,0
2018-03-30,0
2018-03-30,0
2018-03-30,4
2018-03-30,0
2018-03-30,0
2018-03-30,0
2018-03-30,0
2018-03-30,0
2018-03-31,0
2018-03-31,0
2018-03-31,0
2018-03-31,0
2018-03-31,1
2018-03-31,0
2018-03-31,0
2018-03-31,0
2018-03-31,0
2018-03-31,1
2018-04-01,1
2018-04-01,1
2018-04-01,2
2018-04-01,1
2018-04-01,1
2018-04-01,0
2018-04-03,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,2
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,0
2018-04-02,1
2018-04-02,1
2018-04-02,2
2018-04-02,0
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,0
2018-04-02,1
2018-04-02,0
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,2
2018-04-02,1
2018-04-02,2
2018-04-02,1
2018-04-02,2
2018-04-02,1
2018-04-02,2
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,2
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,2
2018-04-03,2
2018-04-03,0
2018-04-03,1
2018-04-03,1
2018-04-03,3
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,0
2018-04-03,1
2018-04-03,1
2018-04-03,0
2018-04-03,0
2018-04-03,1
2018-04-03,0
2018-04-03,0
2018-04-03,1
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-01,1
2018-04-01,0
2018-04-01,0
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,0
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,0
2018-04-02,1
2018-04-04,0
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,4
2018-04-02,1
2018-04-02,0
2018-04-02,1
2018-04-02,0
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,0
2018-04-03,1
2018-04-03,0
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,0
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,0
2018-04-04,2
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,0
2018-04-04,1
2018-04-04,0
2018-04-04,2
2018-04-04,0
2018-04-04,1
2018-04-04,0
2018-04-04,0
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,0
2018-04-04,0
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-05,2
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-01,1
2018-04-01,1
2018-04-01,0
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-01,10
2018-04-01,1
2018-04-01,1
2018-04-01,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,0
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-04,1
2018-04-02,1
2018-04-02,2
2018-04-02,1
2018-04-02,0
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-02,3
2018-04-02,2
2018-04-02,1
2018-04-02,1
2018-04-02,1
2018-04-03,1
2018-04-03,1
2018-04-03,2
2018-04-03,1
2018-04-03,3
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,0
2018-04-03,2
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,3
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,1
2018-04-03,5
2018-04-03,2
2018-04-03,1
2018-04-04,1
2018-04-04,1
2018-04-04,0
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,0
2018-04-04,1
2018-04-04,0
2018-04-04,1
2018-04-04,2
2018-04-04,1
2018-04-04,2
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,0
2018-04-04,1
2018-04-04,1
2018-04-04,1
2018-04-04,0
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,0
2018-04-05,0
2018-04-05,1
2018-04-05,1
2018-04-05,0
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-05,1
2018-04-01,0
2018-11-18,0
2018-11-18,1
2018-11-18,1
2018-11-18,1
2018-11-18,1
2018-11-18,1
2018-11-18,1
2018-11-18,1
2018-11-18,0
2018-11-18,0
2018-11-18,1
2018-11-18,0
2018-11-18,0
2018-11-18,1
2018-11-18,1
2018-11-18,1
2018-11-18,1
2018-11-18,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,3
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,0
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,0
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,0
2018-11-19,1
2018-11-20,4
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,0
2018-11-20,0
2018-11-20,0
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,0
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,0
2018-11-20,1
2018-11-20,0
2018-11-20,1
2018-11-20,0
2018-11-20,1
2018-11-20,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,0
2018-11-21,1
2018-11-21,0
2018-11-21,1
2018-11-21,1
2018-11-21,2
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,3
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,0
2018-11-22,0
2018-11-22,1
2018-11-22,0
2018-11-22,1
2018-11-22,1
2018-11-22,0
2018-11-22,1
2018-11-22,0
2018-11-18,1
2018-11-18,0
2018-11-18,0
2018-11-18,1
2018-11-18,1
2018-11-18,0
2018-11-18,1
2018-11-18,2
2018-11-18,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,2
2018-11-19,0
2018-11-19,0
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,0
2018-11-19,1
2018-11-19,1
2018-11-19,0
2018-11-19,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,0
2018-11-20,1
2018-11-20,1
2018-11-20,0
2018-11-20,1
2018-11-20,2
2018-11-20,1
2018-11-20,1
2018-11-20,0
2018-11-20,1
2018-11-20,0
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-21,1
2018-11-21,1
2018-11-21,3
2018-11-21,0
2018-11-21,0
2018-11-21,1
2018-11-21,1
2018-11-21,3
2018-11-21,1
2018-11-21,1
2018-11-21,0
2018-11-21,1
2018-11-21,0
2018-11-21,2
2018-11-21,0
2018-11-21,2
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,0
2018-11-22,0
2018-11-22,0
2018-11-22,0
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,0
2018-11-22,1
2018-11-22,0
2018-11-22,0
2018-11-22,0
2018-11-23,0
2018-11-24,1
2018-11-24,4
2018-11-24,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,0
2018-11-25,0
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-18,1
2018-11-18,0
2018-11-18,1
2018-11-18,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,2
2018-11-19,3
2018-11-19,4
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,1
2018-11-19,2
2018-11-19,1
2018-11-20,1
2018-11-20,1
2018-11-20,0
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,1
2018-11-20,2
2018-11-20,0
2018-11-20,1
2018-11-20,1
2018-11-20,0
2018-11-25,0
2018-11-20,2
2018-11-20,1
2018-11-20,2
2018-11-20,1
2018-11-20,1
2018-11-21,0
2018-11-21,1
2018-11-21,1
2018-11-21,0
2018-11-21,0
2018-11-21,5
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,0
2018-11-21,1
2018-11-21,2
2018-11-21,1
2018-11-21,0
2018-11-22,1
2018-11-22,1
2018-11-22,0
2018-11-22,0
2018-11-22,0
2018-11-22,1
2018-11-22,0
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,0
2018-11-22,1
2018-11-22,0
2018-11-22,0
2018-11-22,0
2018-11-22,1
2018-11-22,0
2018-11-24,1
2018-11-24,1
2018-11-24,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,0
2018-11-25,2
2018-11-25,1
2018-11-25,1
2018-11-25,2
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,0
2018-11-25,1
2018-11-25,1
2018-11-25,0
2018-11-25,1
2018-11-26,1
2018-11-26,1
2018-11-20,2
2018-11-20,1
2018-11-20,2
2018-11-20,0
2018-11-20,0
2018-11-20,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,1
2018-11-21,0
2018-11-21,1
2018-11-21,2
2018-11-21,1
2018-11-22,0
2018-11-22,1
2018-11-22,0
2018-11-22,0
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,0
2018-11-22,1
2018-11-22,0
2018-11-22,0
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-22,0
2018-11-22,1
2018-11-22,1
2018-11-22,1
2018-11-24,1
2018-11-24,1
2018-11-25,1
2018-11-25,1
2018-11-25,0
2018-11-25,1
2018-11-25,2
2018-11-25,0
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,1
2018-11-25,0
2018-11-25,0
2018-11-25,1
